000001	false	False	-1.5349004317822501583000000000e+019	1.3638698183108188385008680960e+025
000002	false	False	-3.0944520936141372840000000000e+002	-9.3873350651792398617667584230e+014
000003	false	False	1.6950704886870091527956201472e+013	-1.1029908446320263168000000000e+014
000004	false	False	-5.1556341022160033828004954112e+008	-3.3279700258562623468004704256e+013
000005	false	False	1.3550824193444020224000000000e+017	-1.5172254783831539712000000000e+001
000006	false	False	-6.1944072978653282718645938803e+019	1.0869812383060320857000000000e-004
000007	false	False	-1.9080344170000000000000000000e+002	-1.7069743510000000000000000000e-001
000008	false	False	-5.7435697141628164763900703765e+007	4.3517731118206935840898154496e+018
000009	false	False	1.2545521593016698676000000000e+000	7.3000608012578193880110858240e+003
000010	false	False	-4.2922789071078152744701190433e+004	-1.4933588751182462976000000000e+012
000011	false	False	2.8539356688951721350000000000e+015	-8.2883747444022898090000000000e+018
000012	false	False	-1.1499074910926435726572654304e+024	-1.9372315890000000000000000000e-009
000013	false	False	-5.9292670123163289284354403572e+001	6.0679297786089308160000000000e+013
000014	false	False	-6.3105180690748657682821939200e+015	-7.6439314876309281712292074616e+001
000015	false	False	-5.1049791600000000000000000000e+004	-9.2825768641121390950000000000e+006
000016	false	False	-1.5942995552563373075000000000e-003	-1.1365701852220511284313498456e+022
000017	false	False	2.1865810198159289610649257780e+009	4.2623201277727266499607920640e+018
000018	false	False	1.8328740282217842077000000000e+017	-1.0889443374855618560000000000e+017
000019	false	False	1.3532906685101768704000000000e+006	-3.5040263100000000000000000000e-003
000020	false	False	3.0953485250000000000000000000e+002	1.3571763228458876928000000000e-002
000021	false	False	-1.2811796648359362560000000000e+016	1.0562831641938493440000000000e+008
000022	false	False	6.1934888512477273190000000000e+007	-1.1398038684285943642000000000e+000
000023	false	False	1.6724876258884899180130598912e+028	2.4387607326100967470000000000e+009
000024	false	False	5.4145737500010444486817584510e+025	-1.3223745948358336492660064256e+003
000025	false	False	-4.2960699024522556213884354560e+012	-1.1942126651819735111484663903e+008
000026	false	False	1.1195448820000000000000000000e-018	-1.2227829661633101089000000000e+006
000027	false	False	-4.1181378559354387746159424844e+018	-3.0614385760395271951628632064e+006
000028	false	False	4.1192480935189334653760505648e+000	-7.2619326983549886077024795823e+010
000029	false	False	2.7313866592319236588997443584e+011	4.2134222671885269011184602948e+015
000030	false	False	3.6684772347802863922992644096e+009	-3.3279700258562623470392262326e+013
000031	false	False	7.5643823719024057781741158400e+007	-3.8041712557582461550340734900e+015
000032	false	False	2.0044301765398421113212502016e+024	-3.6398758060000000000000000000e+004
000033	false	False	7.0336569078420259648359628800e+013	-1.8426850493601270551000000000e+018
000034	false	False	5.8394837125758702760354643968e+008	-6.0047789982854622185119790570e+009
000035	false	False	1.4759674560000000000000000000e+007	1.4448430373542198538592583680e+012
000036	false	False	-3.5333764934542475890000000000e-006	1.6026516666540097536000000000e+003
000037	false	False	4.4485478874692849035716329472e+019	-4.8375369456936988714968547328e+011
000038	false	False	3.9868202244888330240000000000e-010	1.7272612756562308200000000000e+010
000039	false	False	-1.6915130621100032000000000000e+006	-4.2508361574500664326941062580e+003
000040	false	False	3.8099623730000000000000000000e-010	-1.1945486806859907072000000000e-007
000041	false	False	-7.0655821941005581555646767884e+008	1.7104733785695380991000000000e-002
000042	false	False	-8.8517917078129740888827494400e+000	-1.1398038683195015168000000000e+000
000043	false	False	4.0004002819402455330000000000e-005	7.6056050500000000000000000000e-011
