000001	false	False	-1.5349004317822501583000000000e+019
000002	false	False	-3.0944520936141372840000000000e+002
000003	false	False	1.6950704886870091527956201472e+013
000004	false	False	-5.1556341022160033828004954112e+008
000005	false	False	1.3550824193444020224000000000e+017
000006	false	False	-6.1944072978653282718645938803e+019
000007	false	False	-1.9080344170000000000000000000e+002
000008	false	False	-5.7435697141628164763900703765e+007
000009	false	False	1.2545521593016698676000000000e+000
000010	false	False	-4.2922789071078152744701190433e+004
000011	false	False	2.8539356688951721350000000000e+015
000012	false	False	-1.1499074910926435726572654304e+024
000013	false	False	-5.9292670123163289284354403572e+001
000014	false	False	-6.3105180690748657682821939200e+015
000015	false	False	-5.1049791600000000000000000000e+004
000016	false	False	-1.5942995552563373075000000000e-003
000017	false	False	2.1865810198159289610649257780e+009
000018	false	False	1.8328740282217842077000000000e+017
000019	false	False	1.3532906685101768704000000000e+006
000020	false	False	3.0953485250000000000000000000e+002
000021	false	False	-1.2811796648359362560000000000e+016
000022	false	False	6.1934888512477273190000000000e+007
000023	false	False	1.6724876258884899180130598912e+028
000024	false	False	5.4145737500010444486817584510e+025
000025	false	False	-4.2960699024522556213884354560e+012
000026	false	False	1.1195448820000000000000000000e-018
000027	false	False	-4.1181378559354387746159424844e+018
000028	false	False	4.1192480935189334653760505648e+000
000029	false	False	2.7313866592319236588997443584e+011
000030	false	False	3.6684772347802863922992644096e+009
000031	false	False	7.5643823719024057781741158400e+007
000032	false	False	2.0044301765398421113212502016e+024
000033	false	False	7.0336569078420259648359628800e+013
000034	false	False	5.8394837125758702760354643968e+008
000035	false	False	1.4759674560000000000000000000e+007
000036	false	False	-3.5333764934542475890000000000e-006
000037	false	False	4.4485478874692849035716329472e+019
000038	false	False	3.9868202244888330240000000000e-010
000039	false	False	-1.6915130621100032000000000000e+006
000040	false	False	3.8099623730000000000000000000e-010
000041	false	False	-7.0655821941005581555646767884e+008
000042	false	False	-8.8517917078129740888827494400e+000
000043	false	False	4.0004002819402455330000000000e-005
000044	false	False	3.2139970647832184698490060800e+016
000045	false	False	7.4120240098554510903944937472e+001
000046	false	False	4.7700653933162435170000000000e+013
000047	false	False	-8.1572828716247740502413148160e+025
000048	false	False	-3.9777509854211805242541998080e+005
000049	false	False	9.8082439596470997728376152480e+005
000050	false	False	-8.4515036801170923674186196700e+008
000051	false	False	-4.5634952461471390812004679680e+019
000052	false	False	1.6724876258884899181708334877e+028
000053	false	False	-7.5782681469706116616628994048e+024
000054	false	False	9.9612225461519646720000000000e+003
000055	false	False	-7.1476810230567689570000000000e+001
000056	false	False	-2.6140580077834013395361202176e+004
000057	false	False	1.0000000000000000000000000000e-028
000058	false	False	-6.2142392996107117633235379997e+009
000059	false	False	-5.7597874773521461281689726077e+011
000060	false	False	1.3320378324472561664000000000e+007
000061	false	False	-6.0453404469521394833731616768e+009
000062	false	False	3.2576587569568753170000000000e+017
000063	false	False	7.3779423291418405886217945088e+015
000064	false	False	4.7765696024674304000000000000e+017
000065	false	False	1.1514940065130217472000000000e-007
000066	false	False	-2.2582943000000000000000000000e+001
000067	false	False	-1.4665601386148137500915891994e+020
000068	false	False	5.3411990900154209485038434690e+009
000069	false	False	4.1896656512995756890000000000e+018
000070	false	False	-1.6327960033918447560000000000e+007
000071	false	False	-3.8373432164205199360000000000e+002
000072	false	False	-5.1556341022160033828070302363e+008
000073	false	False	3.7915495747219236064455219312e+024
000074	false	False	1.4795287841220836579057074176e+014
000075	false	False	5.5262075860540433733442606704e+023
000076	false	False	1.0000000000000000000000000000e+000
000077	false	False	7.2522056195244571188583727104e+009
000078	false	False	-4.8876501158927988172827656192e+004
000079	false	False	3.7790107020000000000000000000e-011
000080	false	False	6.5934029269195084860000000000e+001
000081	false	False	-1.0911538658016231424000000000e+017
000082	false	False	1.2893799454351215959111368704e+012
000083	false	False	-1.7672898431842172850000000000e+003
000084	false	False	7.4042889900000000000000000000e-020
000085	false	False	7.8803730953732528775668695040e+004
000086	false	False	2.2743417250000000000000000000e+007
000087	false	False	-1.3828083590000000000000000000e+002
000088	false	False	6.6610919789606070689802936838e+011
000089	false	False	1.3135795855749545984000000000e-008
000090	false	False	2.4183283730000000000000000000e-001
000091	false	False	-1.6915130638201952680000000000e+006
000092	false	False	-4.5383655399987553310158618624e+007
000093	false	False	8.1230008300000000000000000000e-015
000094	false	False	1.3245632030000000000000000000e+004
000095	false	False	1.6293482788759682153000000000e-004
000096	false	False	-6.1230223591797466858765386427e+010
000097	false	False	-5.6299201419815583286032334848e+013
000098	false	False	-7.7751710372197261990575472640e+012
000099	false	False	6.3714137541006977173022219376e+020
000100	false	False	1.1806897940000000000000000000e+002
000101	false	False	-6.5348251000000000000000000000e-013
000102	false	False	-3.6812851410000000000000000000e-012
000103	false	False	-4.7713586387637877811164741632e+024
000104	false	False	-3.5540122674056285170889758285e+002
000105	false	False	-3.7011348546539418093495517184e+016
000106	false	False	-7.4576783137967991645674842840e+012
000107	false	False	2.8523960885545514767060620222e+017
000108	false	False	7.1479780252703377644708256233e+010
000109	false	False	3.9832852280000000000000000000e+006
000110	false	False	1.5282365983473000783565291520e+019
000111	false	False	6.1229245263693617146514898944e+003
000112	false	False	-1.8996879053270270511077971522e+028
000113	false	False	2.4520554389827547885858874569e+022
000114	false	False	-1.2354150926439677952000000000e-003
000115	false	False	-6.7801686461891883845574632495e+005
000116	false	False	-3.3382163567586836480000000000e+010
000117	false	False	5.9404609935266996132920688640e+020
000118	false	False	3.3588117699964190745647957087e+012
