1	false	-1.5349004317822500864000000000e+019	-1.5349004317822501583000000000e+019
2	false	-3.0944520936141373113059671596e+002	-3.0944520936141372840000000000e+002
3	false	1.6950704886870091796875000000e+013	1.6950704886870091527956201472e+013
4	false	-5.1556341022160029411315917969e+008	-5.1556341022160033828004954112e+008
5	false	1.3550824193444020800000000000e+017	1.3550824193444020224000000000e+017
6	false	-6.1944072978653282304000000000e+019	-6.1944072978653282718645938803e+019
7	false	-1.9080344169999997916420397814e+002	-1.9080344170000000000000000000e+002
8	false	-5.7435697141628168523311614990e+007	-5.7435697141628164763900703765e+007
9	false	1.2545521593016699668510227639e+000	1.2545521593016698676000000000e+000
10	false	-4.2922789071078150300309062004e+004	-4.2922789071078152744701190433e+004
11	false	2.8539356688951725000000000000e+015	2.8539356688951721350000000000e+015
12	false	-1.1499074910926435830988800000e+024	-1.1499074910926435726572654304e+024
13	false	-5.9292670123163290440970740747e+001	-5.9292670123163289284354403572e+001
14	false	-6.3105180690748660000000000000e+015	-6.3105180690748657682821939200e+015
15	false	-5.1049791599999996833503246307e+004	-5.1049791600000000000000000000e+004
16	false	-1.5942995552563374132837292763e-003	-1.5942995552563373075000000000e-003
17	false	2.1865810198159289360046386719e+009	2.1865810198159289610649257780e+009
18	false	1.8328740282217840000000000000e+017	1.8328740282217842077000000000e+017
19	false	1.3532906685101769398897886276e+006	1.3532906685101768704000000000e+006
20	false	3.0953485249999999950887286104e+002	3.0953485250000000000000000000e+002
21	false	-1.2811796648359362000000000000e+016	-1.2811796648359362560000000000e+016
22	false	6.1934888512477278709411621094e+007	6.1934888512477273190000000000e+007
23	false	1.6724876258884900159383142400e+028	1.6724876258884899180130598912e+028
24	false	5.4145737500010446279671808000e+025	5.4145737500010444486817584510e+025
25	false	-4.2960699024522558593750000000e+012	-4.2960699024522556213884354560e+012
26	false	1.1195448820000001366883491045e-018	1.1195448820000000000000000000e-018
27	false	-4.1181378559354388480000000000e+018	-4.1181378559354387746159424844e+018
28	false	4.1192480935189337287738453597e+000	4.1192480935189334653760505648e+000
29	false	2.7313866592319238281250000000e+011	2.7313866592319236588997443584e+011
30	false	3.6684772347802867889404296875e+009	3.6684772347802863922992644096e+009
31	false	7.5643823719024062156677246094e+007	7.5643823719024057781741158400e+007
32	false	2.0044301765398422418882560000e+024	2.0044301765398421113212502016e+024
33	false	7.0336569078420257812500000000e+013	7.0336569078420259648359628800e+013
34	false	5.8394837125758707523345947266e+008	5.8394837125758702760354643968e+008
35	false	1.4759674560000000521540641785e+007	1.4759674560000000000000000000e+007
36	false	-3.5333764934542477646447003470e-006	-3.5333764934542475890000000000e-006
37	false	4.4485478874692845568000000000e+019	4.4485478874692849035716329472e+019
38	false	3.9868202244888331528971482312e-010	3.9868202244888330240000000000e-010
39	false	-1.6915130621100030839443206787e+006	-1.6915130621100032000000000000e+006
40	false	3.8099623729999999867828334614e-010	3.8099623730000000000000000000e-010
41	false	-7.0655821941005587577819824219e+008	-7.0655821941005581555646767884e+008
42	false	-8.8517917078129730867885882617e+000	-8.8517917078129740888827494400e+000
43	false	4.0004002819402458739420080924e-005	4.0004002819402455330000000000e-005
44	false	3.2139970647832184000000000000e+016	3.2139970647832184698490060800e+016
45	false	7.4120240098554504015737620648e+001	7.4120240098554510903944937472e+001
46	false	4.7700653933162437500000000000e+013	4.7700653933162435170000000000e+013
47	false	-8.1572828716247752485371904000e+025	-8.1572828716247740502413148160e+025
48	false	-3.9777509854211809579282999039e+005	-3.9777509854211805242541998080e+005
49	false	9.8082439596471004188060760498e+005	9.8082439596470997728376152480e+005
50	false	-8.4515036801170921325683593750e+008	-8.4515036801170923674186196700e+008
51	false	-4.5634952461471391744000000000e+019	-4.5634952461471390812004679680e+019
52	false	1.6724876258884900159383142400e+028	1.6724876258884899181708334877e+028
53	false	-7.5782681469706110333091840000e+024	-7.5782681469706116616628994048e+024
54	false	9.9612225461519647069508209825e+003	9.9612225461519646720000000000e+003
55	false	-7.1476810230567679127489100210e+001	-7.1476810230567689570000000000e+001
56	false	-2.6140580077834016265114769340e+004	-2.6140580077834013395361202176e+004
57	false	1.0000000000000000833364206076e-028	1.0000000000000000000000000000e-028
58	false	-6.2142392996107110977172851562e+009	-6.2142392996107117633235379997e+009
