000001	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	0	1
000002	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	1	1
000003	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	2	1
000004	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	3	1
000005	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	4	1
000006	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	5	1
000007	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	6	1
000008	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	7	1
000009	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	8	1
000010	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	9	1
000011	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	10	1
000012	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	11	1
000013	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	12	1
000014	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	13	1
000015	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	14	1
000016	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	15	1
000017	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	16	1
000018	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	17	1
000019	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	18	1
000020	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	19	1
000021	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	20	1
000022	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	21	1
000023	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	22	1
000024	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	23	1
000025	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	24	1
000026	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	25	1
000027	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	26	1
000028	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	27	1
000029	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	28	1
000030	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	0	0
000031	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	1	0
000032	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	2	0
000033	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	3	0
000034	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	4	0
000035	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	5	0
000036	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	6	0
000037	false	-1.5349004317822501583000000000e+019	-1.5349004317822501583000000000e+019	7	0
