000001	true	0.0000000000000000000000000000e+000	-1.5349004317822501583000000000e+019	1.3638698183108188385008680960e+025
000002	false	2.9048658645901302671320317622e+017	-3.0944520936141372840000000000e+002	-9.3873350651792398617667584230e+014
000003	false	-1.8696472300277058349589924885e+027	1.6950704886870091527956201472e+013	-1.1029908446320263168000000000e+014
000004	false	1.7157795756457220688866660763e+022	-5.1556341022160033828004954112e+008	-3.3279700258562623468004704256e+013
000005	false	-2.0559655719384120153351180426e+018	1.3550824193444020224000000000e+017	-1.5172254783831539712000000000e+001
000006	false	-6.7332045152055766672688043931e+015	-6.1944072978653282718645938803e+019	1.0869812383060320857000000000e-004
000007	false	3.2569658106442383670000000000e+001	-1.9080344170000000000000000000e+002	-1.7069743510000000000000000000e-001
000008	false	-2.4994712247961411432168073322e+026	-5.7435697141628164763900703765e+007	4.3517731118206935840898154496e+018
000009	false	9.1583070412514756042487627250e+003	1.2545521593016698676000000000e+000	7.3000608012578193880110858240e+003
000010	false	6.4099128004123026110225866758e+016	-4.2922789071078152744701190433e+004	-1.4933588751182462976000000000e+012
000011	true	0.0000000000000000000000000000e+000	2.8539356688951721350000000000e+015	-8.2883747444022898090000000000e+018
000012	false	2.2276371161724052544694712621e+015	-1.1499074910926435726572654304e+024	-1.9372315890000000000000000000e-009
000013	false	-3.5978375869357858460587903719e+015	-5.9292670123163289284354403572e+001	6.0679297786089308160000000000e+013
000014	false	4.8237167771465291031300982556e+017	-6.3105180690748657682821939200e+015	-7.6439314876309281712292074616e+001
000015	false	4.7387361442390621982996260200e+011	-5.1049791600000000000000000000e+004	-9.2825768641121390950000000000e+006
000016	false	1.8120333408171290313099457828e+019	-1.5942995552563373075000000000e-003	-1.1365701852220511284313498456e+022
000017	false	9.3199082917672492722594475710e+027	2.1865810198159289610649257780e+009	4.2623201277727266499607920640e+018
000018	true	0.0000000000000000000000000000e+000	1.8328740282217842077000000000e+017	-1.0889443374855618560000000000e+017
000019	false	-4.7419661075371482566350602240e+003	1.3532906685101768704000000000e+006	-3.5040263100000000000000000000e-003
000020	false	4.2009337290859422722241331200e+000	3.0953485250000000000000000000e+002	1.3571763228458876928000000000e-002
000021	false	-1.3532885102737181269645800949e+024	-1.2811796648359362560000000000e+016	1.0562831641938493440000000000e+008
000022	false	-7.0593625517215306407857779590e+007	6.1934888512477273190000000000e+007	-1.1398038684285943642000000000e+000
000023	true	0.0000000000000000000000000000e+000	1.6724876258884899180130598912e+028	2.4387607326100967470000000000e+009
000024	false	-7.1600947688663715890847923116e+028	5.4145737500010444486817584510e+025	-1.3223745948358336492660064256e+003
000025	false	5.1304210880155691451680009623e+020	-4.2960699024522556213884354560e+012	-1.1942126651819735111484663903e+008
